0,50.40,0.004929698492462312,0.5346464646464646,64,1,6900,256,144,0,1,3,1,2
0,50.50,0.005030100502512563,0.9504040404040404,512,1,3800,160,128,0,1,4,1,1
0,50.90,0.007489949748743719,0.2772727272727273,128,1,7600,160,192,16,1,1,0,0
0,51.10,0.009246984924623116,0.693030303030303,16,1,3300,176,128,0,0,4,0,0
0,51.30,0.0019678391959798997,0.6138383838383838,16,1,7500,32,80,0,0,4,1,2
0,53.20,0.0018172361809045221,0.6138383838383838,128,1,5500,128,224,0,0,3,1,2
0,54.70,0.0005120100502512565,0.31686868686868686,32,1,5100,64,176,224,0,2,0,0
0,52.10,0.0030722613065326636,0.5148484848484849,16,1,7400,128,32,0,0,3,1,2
0,55.10,0.0051807035175879396,0.30696969696969695,64,1,3400,256,208,144,0,4,1,1
0,57.10,0.003825276381909548,0.41585858585858587,256,1,700,256,176,224,1,3,0,0
0,55.30,0.008544170854271357,0.5247474747474747,256,1,2200,48,96,0,1,1,1,1
0,56.20,0.0030722613065326636,0.702929292929293,256,1,3900,96,208,48,1,2,1,2
0,56.90,0.0006626130653266324,0.36636363636363634,64,1,200,224,256,48,0,3,1,1
0,57.10,0.0025702512562814066,0.8514141414141414,512,1,1300,160,160,48,0,1,0,0
0,55.60,0.006285125628140703,0.059494949494949496,64,1,3700,256,224,96,0,0,0,0
1,53.20,0.0018172361809045221,0.6138383838383838,128,1,5500,128,224,0,0,3,1,2
1,54.80,0.0005120100502512565,0.31686868686868686,32,1,5100,64,176,224,0,2,0,0
1,55.10,0.0051807035175879396,0.30696969696969695,64,1,3400,256,208,144,0,4,1,1
1,55.10,0.0051807035175879396,0.30696969696969695,64,1,3400,256,160,144,0,4,1,0
1,55.20,0.0005120100502512565,0.31686868686868686,32,1,5100,128,224,0,0,3,1,2
1,55.50,0.0030220603015075377,0.4257575757575757,32,1,3500,224,192,176,1,1,0,0
1,55.60,0.0030722613065326636,0.702929292929293,256,1,3900,96,208,48,1,2,0,0
1,55.60,0.004076281407035176,0.46535353535353535,128,1,2000,96,224,0,1,3,1,1
1,55.60,0.006285125628140703,0.059494949494949496,64,1,3700,256,224,96,0,0,0,0
