0,52.30,0.005431708542713568,0.45545454545454545,16,1,6700,224,224,32,1,1,0.46535353535353535,245,0,0
0,53.00,0.006385527638190955,0.8811111111111111,512,1,700,208,240,256,0,0,0.45545454545454545,415,0,0
0,53.40,0.0016164321608040204,0.33666666666666667,8,1,5300,96,160,0,0,1,0.5049494949494949,280,0.2772727272727273,1
0,59.80,0.0010642211055276376,0.31686868686868686,16,1,1000,224,128,128,1,1,0.792020202020202,145,0,0
0,54.60,0.007088341708542714,0.9108080808080807,128,1,5100,160,48,32,1,1,0.039696969696969696,400,0,0
0,58.40,0.0006626130653266324,0.8316161616161616,16,1,2700,96,96,64,0,0,0.46535353535353535,70,0.38616161616161615,1
0,57.20,0.0036746733668341705,0.8514141414141414,128,1,3200,224,144,80,1,0,0.6435353535353535,375,0,0
0,54.40,0.0019176381909547738,0.7623232323232323,128,1,5600,160,256,80,1,4,0.19808080808080808,35,0,0
0,56.50,0.008644572864321609,0.41585858585858587,16,1,3500,80,176,48,0,4,0.1782828282828283,445,0.99,2
0,53.90,0.006937738693467336,0.4257575757575757,64,1,3800,240,144,0,1,1,0.6039393939393939,10,0,0
0,54.00,0.006837336683417085,0.01,16,1,4200,64,48,96,0,0,0.99,275,0.7227272727272727,1
0,54.70,0.009347386934673367,0.495050505050505,16,1,2000,80,224,112,1,2,0.16838383838383839,225,0.15848484848484848,1
0,54.60,0.0057329145728643215,0.9306060606060605,8,1,2600,48,80,128,1,4,0.01,260,0,0
0,54.90,0.0026706532663316584,0.7227272727272727,4,1,4300,96,112,0,0,0,0.5346464646464646,420,0.47525252525252526,1
0,56.60,0.009297185929648242,0.8316161616161616,256,1,2800,64,80,32,0,2,0.6831313131313131,160,0.059494949494949496,2
1,54.60,0.007088341708542714,0.9108080808080807,128,1,5100,160,48,32,1,1,0.039696969696969696,400,0,0
1,54.60,0.0026706532663316584,0.7227272727272727,4,1,4300,64,48,96,0,0,0.99,275,0.7227272727272727,1
1,54.60,0.0057329145728643215,0.9306060606060605,8,1,2600,48,80,128,1,4,0.01,260,0,0
1,54.70,0.009347386934673367,0.495050505050505,16,1,2000,80,224,112,1,2,0.16838383838383839,225,0.15848484848484848,1
1,55.10,0.0026706532663316584,0.7227272727272727,4,1,4300,96,112,0,0,2,0.16838383838383839,225,0.47525252525252526,1
1,55.40,0.009347386934673367,0.495050505050505,16,1,2000,80,224,112,1,0,0.5346464646464646,420,0.47525252525252526,1
1,58.20,0.0006626130653266324,0.5148484848484849,16,1,2600,96,96,64,0,0,0.46535353535353535,70,0.46535353535353535,1
1,57.30,0.0035742713567839196,0.5643434343434344,16,1,300,192,176,256,0,4,0.8316161616161616,360,0.8613131313131313,2
1,58.40,0.0006626130653266324,0.8316161616161616,16,1,2700,96,96,64,0,0,0.46535353535353535,70,0.38616161616161615,1
1,56.50,0.008644572864321609,0.41585858585858587,16,1,3500,80,176,48,0,4,0.1782828282828283,445,0.99,2
1,56.60,0.009297185929648242,0.8316161616161616,256,1,2800,64,80,32,0,2,0.6831313131313131,160,0.059494949494949496,2
1,57.20,0.0036746733668341705,0.8514141414141414,128,1,3200,224,144,80,1,0,0.6435353535353535,375,0,0
1,57.40,0.005883517587939698,0.5544444444444444,128,1,400,128,144,32,0,4,0.8415151515151514,85,0.8712121212121212,2
1,56.70,0.004728894472361809,0.09909090909090908,32,1,3900,80,16,0,1,1,0.2772727272727273,350,0.40595959595959596,1
